Site Name,Site Status,Site Address1,Site Address2,Site City,Site State,Site Zip,Site Phone,"Meal Types Served:
","Start Date
(MM/DD/YY)","End Date
(MM/DD/YY)"
North Side YMCA(N75),Open,10000 N PENNSYLVANIA,,OKLAHOMA CITY,OK,73120,405-613-4393,L,6/5/2017,7/28/2017
Midwest City YMCA(N78),Open,2817 N WOODCREST DR,,MIDWEST CITY,OK,73110,405-733-9622,L,6/5/2017,7/27/2017
Rockwell YMCA(N79),Open,8300 GLADE AVE,,OKLAHOMA CITY,OK,73132,405-621-5858,L,6/5/2017,7/28/2017
Bethany YMCA(N80),Open,3400 N MUELLER,,BETHANY,OK,73008,405-789-0231,L,6/5/2017,7/28/2017
Prospect Baptist Church(N82),Open,2809 N MISSOURI AVE,,OKLAHOMA CITY,OK,73111,405-921-6606,L,6/5/2017,7/28/2017
Neighborhoods in Action(N83),Open,1124 N DOUGLAS,,MIDWEST CITY,OK,73130,405-736-1973,B L,6/19/2017,7/21/2017
BEGGS ES(105),Open,1300 CAMPUS DRIVE,,BEGGS,OK,74421,918-267-3643,B L,5/22/2017,6/22/2017
Okmulgee Elementary School(N03),Open,1614 EAST 9TH STREET,,OKMULGEE,OK,74447,918-756-2826,L,6/6/2017,7/28/2017
MCCORD PUBLIC SCHOOL(105),Open,977 S MCCORD RD,,PONCA CITY,OK,74604,580-765-8806,L,5/22/2017,6/30/2017
PAWHUSKA ES(115),Open,1700 LYNN AVE.,,PAWHUSKA,OK,74056,918-287-1265,L,6/5/2017,6/30/2017
HORACE MANN ES(105),Open,200 S. PETTIT,,HOMINY,OK,74035,918-885-6513,B L,5/17/2017,6/9/2017
WOODLAND HS(705),Open,100 NORTH SIXTH ST.,,FAIRFAX,OK,74637,918-642-3295,B L,6/5/2017,6/29/2017
Learninbg Center(N01),Closed Enrolled,10135 SOUTH BLUEJACKET RD.,,WYANDOTTE,OK,74370,918-666-5220,B L,5/22/2017,8/4/2017
NEO A&M College(N02),Open,200 I ST. N. E.,,MIAMI,OK,74354,918-540-6387,B L,5/27/2017,7/27/2017
Miami Boys and Girls Club(N3),Open,863 D ST SE,,MIAMI,OK,74354,918-540-6386,B L,6/5/2017,7/27/2017
CLEVELAND INTERMEDIATE ES(115),Open,705 NORTH SWAN DRIVE,,CLEVELAND,OK,74020,918-358-2210,B L,5/15/2017,6/28/2017
WILL ROGERS ES(130),Open,1211 N WASHINGTON,,STILLWATER,OK,74075,405-533-6385,B L,5/30/2017,8/4/2017
STILLWATER HS(705),Open,1224 N HUSBAND,,STILLWATER,OK,74075,405-533-6455,B L,6/5/2017,7/25/2017
Lincoln Academy(N02),Open,215 E 12TH,,STILLWATER,OK,74074,405-533-6445,L,5/30/2017,6/22/2017
Southern Woods Park(N03),Open,700 S 12TH AVENUE,,STILLWATER,OK,74074,405-533-6395,L,5/30/2017,7/28/2017
Boomer Lake Park(N4),Open,3067 N. WASHINGTON,,STILLWATER,OK,74075,405-533-6445,L,5/30/2017,7/28/2017
Whispering Hills(N5),Open,3102 S MAIN,,STILLWATER,OK,74074,405-533-6445,L,6/27/2017,7/28/2017
CUSHING MS(505),Open,521 SOUTH HARMONY ROAD,,CUSHING,OK,74023,918-225-5236,B L,5/30/2017,6/23/2017
Oklahoma State University(N01),Residential Camp,305 S MONROE ST,,STILLWATER,OK,74074,405-744-4575,B L S,6/5/2017,8/3/2017
HARTSHORNE ES(105),Open,821 ARAPAHOE,,HARTSHORNE,OK,74547,918-297-7120,B L,5/22/2017,6/29/2017
KIOWA ES(105),Open,406 EAST 8TH STREET,,KIOWA,OK,74553,918-432-5822,B L,5/22/2017,6/29/2017
QUINTON HS(715),Open,210 N J ST,,QUINTON,OK,74561,918-469-3100,B L,5/22/2017,6/30/2017
SAVANNA ES(105),Open,9567 SOUTH U.S. HIGHWAY 69,,SAVANNA,OK,74565,918-548-3777,B L,5/22/2017,6/29/2017
PITTSBURG ES(105),Open,200 W. GRAND,,PITTSBURG,OK,74560,918-432-5062,B L,5/15/2017,6/1/2017
EMERSON ES(110),Open,301 E VAN BUREN,,MCALESTER,OK,74501,918-423-6465,B L,5/30/2017,6/30/2017
PARKER INTERMEDIATE CTR(150),Open,1310 N 6TH,,MCALESTER,OK,74501,918-423-7816,B L,6/5/2017,6/15/2017
MCALESTER HS(705),Open,1 BUFFALO DRIVE,,MCALESTER,OK,74502,918-423-7816,B L,6/5/2017,6/15/2017
Komar Park(N02),Open,501 SOUTH B STREET,,MCALESTER,OK,74501,918-423-7816,L,5/30/2017,7/20/2017
Boys & Girls Club(N03),Open,301 EAST CHADICK,,MCALESTER,OK,74501,918-423-7816,B L,5/30/2017,7/20/2017
Hutchison Park(N06),Open,310 EAST KREBS,,MCALESTER,OK,74501,918-423-7816,L,5/30/2017,7/20/2017
McAlester Public Library(N07),Open,401 NORTH 2ND STREET,,MCALESTER,OK,74501,918-423-7816,L,5/30/2017,7/20/2017
Chaddick Pool(N09),Open,485 SOUTH 3RD,,MCALESTER,OK,74501,918-424-1298,L,5/30/2017,7/20/2017
Main and Oklahoma Church(N11),Open,1700 SOUTH MAIN,,MCALESTER,OK,74501,918-423-7816,B L,5/30/2017,7/20/2017
B & Jefferson(N14),Open,224 WEST JEFFERSON,,MCALESTER,OK,74501,918-423-7816,L,5/30/2017,7/20/2017
Football Practice Facility(N15),Open,1310 N 6TH,,MCALESTER,OK,74501,918-774-5792,B L,6/1/2017,7/20/2017
Grand Avenue Community Center(N19),Open,918 EAST WASHINGTON,,MCALESTER,OK,74501,918-329-0709,B L,5/30/2017,7/20/2017
Jeff Lee Pool(N20),Open,311 EAST FILMORE,,MCALESTER,OK,74501,918-423-7816,L,5/30/2017,7/20/2017
Stipe Pool(N21),Open,801 NORTH 9TH,,MCALESTER,OK,74501,918-423-7816,L,5/30/2017,7/20/2017
ALLEN ES(105),Open,110 N RICHMOND AVE,,ALLEN,OK,74825,580-857-2417,B L,5/22/2017,6/29/2017
East Central University(N01),Residential Camp,1100 EAST 14TH STREET,,ADA,OK,74820,580-559-5856,B L S,5/31/2017,7/26/2017
Chickasaw Nation Tishomingo Boys & Girls Club(N01),Open,997 SOUTH BYRD,,TISHOMINGO,OK,73460,580-371-0153,B L,5/15/2017,8/4/2017
Sulphur Boys & Girls Club(N04),Open,1021 WEST 9TH STREET,,SULPHUR,OK,73086,580-618-6041,B L,5/15/2017,8/4/2017
Camp Survivor(N06),Closed Enrolled,HIGHWAY 77 AND SOONER ROAD,,DAVIS,OK,73030,580-369-2272,B L S,5/31/2017,6/3/2017
Stonewall First Baptist Church(N08),Open,328 S. HARRISON,,STONEWALL,OK,74871,580-265-4238,L,7/24/2017,7/28/2017
Family Life Center(N10),Open,292 SEABROOK ROAD,,ADA,OK,74820,580-310-9490,B L,6/23/2017,6/24/2017
Ada First Baptist Church(N100),Open,521 S. BROADWAY,,ADA,OK,74820,580-332-4124,S,6/26/2017,6/30/2017
Chickasaw Nation Cultural Center(N101),Open,867 COOPER MEMORIAL DRIVE,,SULPHUR,OK,73086,580-320-6603,L,6/24/2017,6/24/2017
Ardmore Broadlawn Park(N102),Open,1511 MOUNT WASHINGTON,,ARDMORE,OK,73401,580-226-8289,L,6/5/2017,8/4/2017
Ardmore High School(N103),Open,701 VETERENS BLVD,,ARDMORE,OK,73401,580-277-1167,B L,6/5/2017,7/21/2017
Cities In Schools(N104),Open,1906 HARRIS STREET NW,,ARDMORE,OK,73401,580-223-8762,L,7/5/2017,7/31/2017
Springer Community(N105),Open,551 MAIN STREET,,SPRINGER,OK,73458,580-653-2300,L,6/5/2017,8/4/2017
RAVIA COMMUNITY CENTER(N106),Open,102 SOUTH 2ND STREET,,RAVIA,OK,73455,580-371-6351,S,6/5/2017,8/4/2017
Methodist Church in Tishomingo(N107),Open,202 N. NESHOBA ST.,,TISHOMINGO,OK,73460,000-000-0000,S,6/5/2017,8/4/2017
Rosedale Baptist Church(N108),Open,37740 ARKANSAS AVE.,,ROSEDALE,OK,74831,405-469-4411,L,6/5/2017,8/4/2017
Sulphur Schools(N109),Open,1021 W 9TH,,SULPHUR,OK,73086,580-320-6603,L,6/5/2017,6/29/2017
Sulphur Splash Pad(N110),Open,WOODRUFF BLVD BETWEEN W.BROADWAY & W. WYNNEWOOD,,SULPHUR,OK,73086,580-436-7255,L,6/5/2017,8/4/2017
Tishomingo Elementary School(N111),Open,508 N. NESHOBA,,TISHOMINGO,OK,73460,000-000-0000,L,6/5/2017,8/4/2017
Ada Toksali SMART(N112),Open,231 SEABROOK ROAD,,ADA,OK,74820,580-559-0833,B L,6/5/2017,6/30/2017
Ardmore Toksali SMART(N113),Open,920 LOCUST,,ARDMORE,OK,73401,580-226-4821,B L,6/5/2017,6/30/2017
Pauls Valley Toksali SMART(N114),Open,202 N. CHICKASAW,,PAULS VALLEY,OK,73075,405-207-9883,B,6/5/2017,6/30/2017
Purcell Toksali SMART(N115),Open,1430 HARDCASTLE BLVD.,,PURCELL,OK,73080,405-527-4973,B L,6/5/2017,6/30/2017
Sulphur Toksali SMART(N116),Open,4970 W. HWY 7,,SULPHUR,OK,73086,580-622-2888,B L,6/5/2017,6/30/2017
Tuttle Library(N117),Open,305 W. MAIN ST.,,TUTTLE,OK,73089,405-381-8586,L,6/7/2017,7/26/2017
Chickasaw Nation Community Center(N118),Open,700 N. MISSISSIPPI,,ADA,OK,74871,580-387-9593,B,7/6/2017,7/6/2017
CN Ardmore Community Center(N119),Open,907 LOCUST STREET,,ARDMORE,OK,73401,580-387-9593,B,7/13/2017,7/13/2017
Konowa First Baptist Church(N120),Open,129 NORTH BROADWAY,,KONAWA,OK,74849,405-234-5240,L,7/5/2017,8/4/2017
Seminole Nutrition Services(N121),Open,12577 NS 3540,,SEMINOLE,OK,74868,405-234-5240,L,7/3/2017,8/4/2017
Seminole Northwood Elementary(N122),Open,1001 CARSON DRIVE,,SEMINOLE,OK,74868,405-234-5240,L,7/3/2017,7/28/2017
Stratford Library(N123),Open,340 N. OAK,,STRATFORD,OK,74872,580-759-2684,L,6/13/2017,8/3/2017
Ardmore Fraley Park(N124),Open,611 MARTIN LUTHER KING BLVD,,ARDMORE,OK,73401,580-226-8289,L,6/5/2017,8/4/2017
Big Five Apartments(N125),Open,1212 6TH AVENUE NE,,ARDMORE,OK,73401,580-223-3733,B L,6/21/2017,8/4/2017
Glenwood Park(N17),Open,825 WEST 10TH,,ADA,OK,74820,580-436-7255,L,6/5/2017,8/4/2017
Freewill Baptist Camp  (N18),Open,8994 STATE HIGHWAY 3W,,ADA,OK,74820,580-399-0738,B L,6/19/2017,6/23/2017
Chickasaw Nation Housing Admin Building(N33),Open,111 ROSEDALE ROAD,,ADA,OK,74820,580-399-2582,B L,5/31/2017,6/2/2017
Wintersmith Park(N34),Open,18TH STREET AT SCENIC DRIVE,,ADA,OK,74820,580-272-5368,L,6/5/2017,8/4/2017
First United Methodist Church(N43),Open,129 W. 14TH,,ADA,OK,74820,580-332-1398,B L,6/26/2017,7/14/2017
Camp Goddard(N44),Closed Enrolled,2964 GODDARD YOUTH CAMP ROAD,,SULPHUR,OK,73086,580-436-2603,B L S,6/27/2017,6/29/2017
Chickasaw Nation Medical Center(N47),Open,1921 STONECIPHER BLVD,,ADA,OK,74820,580-436-3980,L,5/20/2017,8/12/2017
Ardmore Community Water Park(N50),Open,506 3RD NE,,ARDMORE,OK,73401,580-226-8289,L,6/5/2017,8/4/2017
Whittington Park(N51),Open,402 G STREET,,ARDMORE,OK,73401,580-226-8289,L,6/5/2017,8/4/2017
Ada Nutrition Services(N53),Open,518 EAST ARLINGTON,,ADA,OK,74820,580-436-7255,L,6/5/2017,8/4/2017
Purcell Nutrition Services(N54),Open,1530 HARDCASTLE BLVD,,PURCELL,OK,73080,405-527-6967,L,6/5/2017,8/4/2017
Ardmore Nutrition Services(N55),Open,2350 CHICKASAW BLVD,,ARDMORE,OK,73401,580-226-8289,L,6/5/2017,8/4/2017
HUG Summer Day Camp(N65),Open,511 VETERANS BLVD,,ARDMORE,OK,73402,580-221-1649,B L,7/5/2017,7/21/2017
Ada Boys & Girls Summer Camp(N67),Open,715 S. HICKORY,,ADA,OK,74820,580-332-3717,B L,5/30/2017,8/4/2017
Ada Public Library(N71),Open,124 S. RENNIE,,ADA,OK,74820,580-436-8121,L,5/31/2017,8/4/2017
Allen Church of Christ BS(N72),Open,406 E. BROADWAY,,ALLEN,OK,74825,580-875-2215,S,7/11/2017,7/15/2017
Allen City Park(N73),Open,203 S RICHMOND,,ALLEN,OK,74825,580-857-2461,L,7/20/2017,7/20/2017
Allen Public Library(N74),Open,214 E. BROADWAY,,ALLEN,OK,74825,580-857-2933,L,6/5/2017,8/4/2017
Ardmore CN Peds Clinic(N76),Open,2510 CHICKASAW ROAD,,ARDMORE,OK,73401,580-226-8181,L,6/5/2017,8/4/2017
Ardmore Indian Church BS(N78),Open,820 NORTH WASHINGTON,,ARDMORE,OK,73401,580-229-6929,S,6/26/2017,6/26/2017
Byars Baptist Church(N81),Open,6TH & RIPLEY STREET,,BYARS,OK,74831,405-238-7500,L,6/5/2017,8/4/2017
Union Valley Baptist Church BS(N84),Open,COUNTY ROAD 3610 AND 1600,,STONEWALL,OK,74871,580-332-0902,S,7/9/2017,7/13/2017
Tishomingo Medical Clinic(N85),Open,815 E 5TH,,TISHOMINGO,OK,73460,844-230-3785,L,6/5/2017,8/4/2017
Pennington Park in Tishomingo(N86),Open,SOUTH CAPITAL AVENUE,,TISHOMINGO,OK,73460,844-230-3785,S,6/5/2017,8/4/2017
Ada CN WIC Clinic(N87),Open,1001 COUNTRY CLUB ROAD,,ADA,OK,74820,580-421-4581,L,6/5/2017,8/4/2017
Indian Falls Creek(N90),Residential Camp,6714 HWY 77D,,DAVIS,OK,73030,405-598-2067,B L S,7/30/2017,8/3/2017
Allen First Baptist Chuch(N91),Open,304 E. BORADWAY,,ALLEN,OK,74825,580-857-2858,S,6/20/2017,6/24/2017
Tishomingo Community Gym,Open,817 E. 16TH,,TISHOMINGO,OK,73460,580-387-9593,B L,7/28/2017,7/28/2017
Allen Church of God of Prophecy(N94),Open,201 E. LEXINGTON,,ALLEN,OK,74825,580-310-4151,S,6/8/2017,8/3/2017
NORTH ROCK CREEK PUBLIC SCHOOL(105),Open,42400 GARRETT'S LAKE ROAD,,SHAWNEE,OK,74804,405-275-3473,B L,5/30/2017,6/26/2017
PLEASANT GROVE PUBLIC SCHOOL(105),Open,1927 E WALNUT,,SHAWNEE,OK,74801,405-275-6092,L,6/5/2017,6/22/2017
MCLOUD ES(105),Restricted Open,535 W. PARK ST.,,MCLOUD,OK,74851,405-964-3382,B L,6/5/2017,6/29/2017
MACOMB ES(110),Open,36591 STATE HIGHWAY 59B,,MACOMB,OK,74852,405-598-2716,B L,5/22/2017,7/31/2017
JEFFERSON ES(130),Open,800 N LOUISA,,SHAWNEE,OK,74801,405-273-1846,B L,6/5/2017,6/29/2017
SHAWNEE MS(505),Open,4300 N UNION,,SHAWNEE,OK,74804,405-273-0403,B L S,6/6/2017,8/16/2017
RATTAN ES(105),Open,100 WEST MAIN,,RATTAN,OK,74562,580-587-2715,B L,5/30/2017,6/29/2017
CRAIN ES(105),Open,329 N. 1ST STREET,,CLAYTON,OK,74536,918-569-4492,B L,5/22/2017,6/29/2017
CLAYTON HS(705),Open,329 N. 1ST STREET,,CLAYTON,OK,74536,918-569-4492,B L,5/22/2017,6/29/2017
HAMMON ES(105),Open,802 EAST SHOCKEY,,HAMMON,OK,73650,580-473-2221,B L,5/30/2017,6/23/2017
WESTSIDE ES(115),Open,2600 HOLLY ROAD,,CLAREMORE,OK,74017,918-923-4223,B L,6/5/2017,8/4/2017
CLAREMORE PS/PAC(N2),Open,101 E STUART ROOSA,,CLAREMORE,OK,74017,918-923-4223,L,6/5/2017,8/4/2017
"Boys and Girls Club of Chelsea, Inc.(N01)",Open,119 N. ASH ST.,,CHELSEA,OK,74016,918-789-3232,B L,6/1/2017,8/2/2017
JUSTICE PUBLIC SCHOOL(105),Open,36507 EW 1310,,WEWOKA,OK,74884,405-257-2962,B L,6/5/2017,6/29/2017
SEMINOLE HS(715),Open,501 TIMMONS,,SEMINOLE,OK,74868,405-382-0315,L,5/30/2017,7/20/2017
WEWOKA ES(105),Open,300 W. 10TH,,WEWOKA,OK,74884,405-257-6220,L,6/1/2017,6/30/2017
KONAWA ES(105),Open,701 WEST SOUTH STREET,,KONAWA,OK,74849,580-925-3244,B L,5/15/2017,6/15/2017
STROTHER ES(105),Open,36085  EW1140,,SEMINOLE,OK,74868,405-382-0982,B L,5/22/2017,6/15/2017
Seminole State College(N01),Residential Camp,2701 BOREN BOULEVARD,,SEMINOLE,OK,74818,405-382-9710,B L S,5/26/2017,6/29/2017
MOFFETT PUBLIC SCHOOL(105),Open,701 BELT AVENUE,,MOFFETT,OK,74946,918-875-3668,B L,5/22/2017,6/16/2017
LIBERTY ES(105),Open,136 SOUTH DOGWOOD,,SALLISAW,OK,74955,918-775-1293,L,6/5/2017,7/15/2017
Sallisaw Boys and Girls Club(N01),Open,113 NORTH ELM STREET,,SALLISAW,OK,74955,918-776-9117,,6/5/2017,7/15/2017
MULDROW ES(110),Open,301 SOUTH MAIN,,MULDROW,OK,74948,918-427-4081,B L,6/5/2017,6/30/2017
ROLAND JHS(610),Open,312 RANGER BLVD,,ROLAND,OK,74954,918-427-0091,L,5/23/2017,6/23/2017
WOODROW WILSON ES(140),Open,700 EAST CHESTNUT,,DUNCAN,OK,73533,580-255-5035,L,5/31/2017,8/11/2017
ACADEMY ES(105),Open,604 NORTH ACADEMY,,GUYMON,OK,73942,580-461-0174,B L,5/30/2017,6/30/2017
NORTH PARK ES(135),Open,1400 NORTH CRUMLEY STREET,,GUYMON,OK,73942,580-338-4385,B L,5/30/2017,7/21/2017
Upward Bound Summer Program(N01),Residential Camp,323 W. EAGLE BLVD.,,GOODWELL,OK,73939,580-349-1538,B L S,5/31/2017,7/13/2017
TIPTON ES(115),Open,1000 S. BROADWAY,,TIPTON,OK,73570,580-667-5268,B L,5/22/2017,6/2/2017
ANDERSON ES(111),Open,1921 E. 29TH STREET NORTH,,TULSA,OK,74110,918-809-2395,B L,6/1/2017,8/4/2017
EUGENE FIELD ES(185),Open,2249 S PHOENIX AVE,,TULSA,OK,74107,918-746-8840,B L,6/1/2017,8/18/2017
GILCREASE ES(198),Open,5550 N. MARTIN LUTHER KING JR BLVD,,TULSA,OK,74126,918-746-9604,B L,6/19/2017,7/28/2017
GRIMES ES(199),Open,3213 E. 56TH ST.,,TULSA,OK,74105,000-000-0000,B L,6/1/2017,8/11/2017
HOOVER ES(215),Open,2327 S. DARLINGTON AVE.,,TULSA,OK,74114,918-746-9120,B L,6/26/2017,7/21/2017
LANIER ES(260),Open,1724 S. HARVARD,,TULSA,OK,74112,918-850-8838,B L,6/1/2017,8/11/2017
MARSHALL ES(310),Open,1142 E 56TH STREET,,TULSA,OK,74105,918-925-1620,B L,8/15/2017,8/18/2017
MAYO DEMONSTRATION ES(315),Open,1127 S. COLUMBIA AVE,,TULSA,OK,74104,918-925-1502,B L,6/1/2017,8/11/2017
MCKINLEY ES(325),Open,6703 E. KING ST.,,TULSA,OK,74115,000-000-0000,B L,6/1/2017,8/18/2017
ROBERTSON ES(395),Open,2721 W 50TH STREET,,TULSA,OK,74107,918-746-8900,B L,6/1/2017,8/18/2017
SEQUOYAH ES(405),Open,724 N. BIRMINGHAM AVE.,,TULSA,OK,74110,918-746-9360,B L,6/1/2017,7/21/2017
MARK TWAIN ES(425),Open,541 S. 43RD WEST AVE.,,TULSA,OK,74127,918-833-8520,B L,6/26/2017,7/21/2017
DISNEY ES(447),Open,11702 E. 25TH ST.,,TULSA,OK,74129,918-925-1480,B L,6/1/2017,8/18/2017
MEMORIAL JHS(663),Open,7502 E. 57TH STREET,,TULSA,OK,74145,918-833-9520,B L,6/5/2017,6/22/2017
CENTRAL HS(705),Open,3101 W. EDISON ST.,,TULSA,OK,74127,918-833-8409,B L,6/1/2017,6/23/2017
MCLAIN HS FOR SCIENCE AND TECH(720),Open,4929 N PEORIA,,TULSA,OK,74126,918-833-8500,B L,6/1/2017,6/30/2017
WILL ROGERS COLLEGE HS(730),Open,3909 E 5TH PLACE,,TULSA,OK,74112,918-833-9000,L,6/1/2017,6/30/2017
BOOKER T. WASHINGTON HS(735),Open,1514 E ZION ST,,TULSA,OK,74106,918-925-1000,B L,6/26/2017,7/21/2017
KIPP TULSA ACAD. COLLEGE PREP.(975),Open,1661 E. VIRGIN ST.,,TULSA,OK,74106,918-794-8652,B L,8/7/2017,8/18/2017
COMANCHE PARK(N03),Open,3608 N QUAKER,,TULSA,OK,74106,918-425-9352,L,6/1/2017,8/4/2017
COUNTRY CLUB GARDENS APARTMENTS(N05),Open,446 W. LATIMER ST.,,TULSA,OK,74106,918-720-4526,L,6/1/2017,8/4/2017
TULSA HEALTH DEPT. (NORTH)(N105),Open,5635 N. MARTIN LUTHER KING JR. BLVD.,,TULSA,OK,74126,918-595-4418,B L,6/1/2017,7/31/2017
COMMON GROUND CHURCH(N106),Open,7810 E. 49TH ST.,,TULSA,OK,74145,918-270-4372,L,6/5/2017,8/2/2017
JOHN 3:16 MISSION(N12),Open,2027 MLK BLVD,,TULSA,OK,74106,918-592-1186,B L,6/5/2017,7/27/2017
MARGARET HUDSON(N128),Open,1136 S. ALLEGHENY AVE,,TULSA,OK,74112,918-746-7537,B L,6/1/2017,6/23/2017
MOHAWK MANOR(N13),Open,3637 N BIRMINGHAM,,TULSA,OK,74110,918-425-0922,L,6/1/2017,8/4/2017
SPRINGDALE BAPTIST CHURCH(N130),Open,1511 N. LEWIS AVE.,,TULSA,OK,74110,918-585-5903,B L,6/1/2017,8/3/2017
EAST SIDE ACADEMY(N132),Open,2525 S 101ST EAST AVE,,TULSA,OK,74129,918-833-9470,B L,8/1/2017,8/18/2017
MORTON COMPREHENSIVE HEALTH SVCS(N133),Open,1334 N. LANSING AVE.,,TULSA,OK,74106,918-295-6171,L,6/1/2017,8/4/2017
INTERNATIONAL GOSPEL CENTER(N135),Open,555 S MEMORIAL DRIVE,,TULSA,OK,74112,918-836-5525,B L,6/1/2017,8/4/2017
SAVANNA LANDING(N138),Open,1111 E. 60TH ST.,,TULSA,OK,74105,918-743-0022,L,6/1/2017,8/4/2017
PARKVIEW TERRACE(N14),Open,1615 W 59 ST,,TULSA,OK,74107,918-446-2776,L,6/1/2017,8/4/2017
CHURCH OF ETERNAL LOVE(N146),Open,4606 N HARTFORD AVENUE,,TULSA,OK,74126,918-402-7926,B L,6/5/2017,7/31/2017
MERGE CHURCH(N147),Open,4050 SOUTHWEST BLVD.,,TULSA,OK,74107,000-000-0000,L,6/1/2017,6/22/2017
LEARNING KURVE - NORTH(N149),Open,2131 E. 31ST PLACE NORTH,,TULSA,OK,74110,918-508-7373,B L,6/1/2017,8/4/2017
RIVERVIEW(N15),Open,2212 S JACKSON,,TULSA,OK,74107,918-583-7861,L,6/1/2017,8/4/2017
LEARNING KURVE - EAST(N150),Open,455 S. MEMORIAL DRIVE,,TULSA,OK,74112,918-794-5563,B L,6/1/2017,8/4/2017
WOODLAKE ASSEMBLY (N152),Open,7100 E. 31 ST.,,TULSA,OK,74145,918-622-7100,L,6/5/2017,6/15/2017
WEST TULSA UNITED METHODIST CHURCH(N153),Open,1923 S. PHOENIX AVE.,,TULSA,OK,74107,918-691-2891,B L,6/26/2017,6/30/2017
NORTHPOINTE - EDUCATION FOR SCHOLARS(N155),Open,205 E. PINE STREET,,TULSA,OK,74106,000-000-0000,B L,6/1/2017,8/18/2017
CENTENARY UNITED METHODIST(N158),Open,631 N. DENVER AVE.,,TULSA,OK,74106,918-583-6988,L,6/1/2017,8/4/2017
DISH NETWORK(N159),Open,1950 E. 71ST ST.,,TULSA,OK,74136,918-477-6809,L,6/2/2017,6/23/2017
ST PETER & PAUL DAY CAMP(N16),Open,1428 N 67 E AVE,,TULSA,OK,74115,918-836-3114,L,6/1/2017,8/4/2017
WINDSONG APARTMENTS(N162),Open,9750 E. 31ST ST.,,TULSA,OK,74146,918-628-1040,B L,6/19/2017,7/28/2017
SALVATION ARMY NORTH MABEE BOYS & GIRLS CLUB(N17),Open,3001 MARTIN LUTHER KING JR BLVD,,TULSA,OK,74106,918-425-7534,L,6/1/2017,8/18/2017
SANDY PARK(N18),Open,6301 W 11 PL,,TULSA,OK,74127,918-241-4693,L,6/1/2017,8/4/2017
SEMINOLE HILLS(N19),Open,1624 E VIRGIN,,TULSA,OK,74106,918-584-4206,L,6/1/2017,8/4/2017
SOUTH HAVEN(N20),Open,4012 W 56 PL,,TULSA,OK,74107,918-447-4409,L,6/1/2017,8/4/2017
SOUTHERN HILL UNITED METHODIST CHURCH(N21),Open,6160 S LEWIS AVE,,TULSA,OK,74136,918-743-2013,B L,6/5/2017,7/27/2017
BRADFORD APARTMENTS(N28),Open,"564 E. 32ND ST., NORTH",,TULSA,OK,74106,000-000-0000,B L,6/1/2017,8/4/2017
WESLEY UNITED METHODIST CHURCH(N38),Open,"2750 N. MARTIN LUTHER KING JR., BLVD.",,TULSA,OK,74106,000-000-0000,B L,6/5/2017,7/28/2017
EDENWOOD APARTMENTS(N40),Open,2171 N. HARTFORD AVE.,,TULSA,OK,74106,918-833-9578,L,6/1/2017,8/4/2017
ST THOMAS SQUARE APTS(N42),Open,1050 E 61 ST.,,TULSA,OK,74136,918-747-7155,B L,6/1/2017,6/20/2017
ROSS-CNS(N47),Open,8934 E LATIMER ST,,TULSA,OK,74115,918-833-6678,B L,6/1/2017,8/18/2017
COMMUNITY ACTION RESOURCE ASSOCIATION(N58),Open,3636 N PEORIA,,TULSA,OK,74106,918-428-5255,B L,6/5/2017,8/4/2017
ST MATTHEWS UNITED METHODIST CHURCH(N61),Open,12424 E 31ST STREET,,TULSA,OK,74146,918-770-3735,B L,6/12/2017,7/26/2017
ANTIOCH BAPTIST CHURCH(N66),Open,110 W. 56TH ST. NORTH,,TULSA,OK,74126,918-582-0768,B L,6/5/2017,7/28/2017
FULL GOSPEL CHRISTIAN CHILD CARE(N76),Open,1609 N EVANSTON PL,,TULSA,OK,74110,918-834-2325,B L,6/1/2017,8/4/2017
SPIRIT CHRISTIAN CHURCH(N80),Open,1020 S. GARNETT RD.,,TULSA,OK,74128,918-551-6017,B L,6/1/2017,8/4/2017
GREENWOOD CULTURAL CENTER(N82),Open,322 N GREENWOOD AVE.,,TULSA,OK,74120,918-596-1020,B L,6/1/2017,6/29/2017
EAST CENTRAL COMMUNITY CENTER(N83),Open,12330 E ARCHER ST,,TULSA,OK,74116,918-438-5428,L,6/1/2017,8/4/2017
WESTERN PINES APARTMENTS(N86),Open,2409 S. MAYBELLE AVE.,,TULSA,OK,74107,918-841-9032,B L,6/5/2017,8/4/2017
YMCA WESTSIDE(N88),Open,5400 S OLYMPIA AVENUE,,TULSA,OK,74107,918-446-1424,L,6/1/2017,8/18/2017
METROPOLITAN BAPTIST CHURCH(N94),Open,1228 W. APACHE ST.,,TULSA,OK,74171,918-425-5402,B L,6/5/2017,7/27/2017
HALE HS(N96),Open,6960 E. 21ST ST.,,TULSA,OK,74129,918-985-1200,B L,6/1/2017,7/21/2017
APACHE COMMUNITY CENTER(N99),Open,2402 N MARION,,TULSA,OK,74115,918-835-5704,L,6/1/2017,8/4/2017
GARFIELD ES(110),Open,701 NORTH ROOSEVELT AVENUE,,SAND SPRINGS,OK,74063,918-246-1430,B L,6/5/2017,6/29/2017
VANDEVER ES(125),Open,2200 S. LIONS,,BROKEN ARROW,OK,74012,918-259-4490,B L,7/5/2017,7/28/2017
LYNN WOOD ES(140),Open,1600 W. QUINCY ST.,,BROKEN ARROW,OK,74012,918-259-4430,B L,5/30/2017,7/28/2017
